question,label
Describe properties and applications of Constantan and Brass.,easy
Define covering constraint in the context of class hierarchies in a database management system. Provide an example scenario from a university database where covering constraint is applicable.,easy
How would you use statistical methods to analyze patterns in demographic data?,medium
Critique the usability of a voice-activated virtual assistant and propose improvements based on user interaction patterns.,hard
"Using Gauss - Divergence theorem, evaluate :",medium
Define term base load and peak load plants .,easy
Use dijkstras algorithm to find the shortest path between A and Z in figure.,medium
Find Fourier Transform of ()xfx eâ= .,medium
Between 2 pm to 4 pm the average no of phone calls per minute coming into a switch board of a company is 2.,medium
"âThe efficient market hypothesis (EMH) states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments."" Justify the statement. ",hard
"Question:
In the context of a university database system, explain the importance of completing self-test questions, tutorials, and lab sheets in a Database Management Systems course. Provide examples of how these activities contribute to a student's understanding of database concepts and practical skills.",medium
Derive an expression for the inductance of three phase overhead transmission line when conductors are unsymmetrical spaced buttransposed.,medium
Critique the performance of active suspension systems in improving vehicle ride comfort and handling stability.,hard
Devise a method for automatically detecting and correcting errors in medical imaging datasets to improve the accuracy of diagnostic models.,hard
Types of shrinkage in concrete.,easy
Break down the components of a standard film camera and explain how they interact to make the machine work.,medium
"University/SLIIT student enrollment system:
""In the context of a University/SLIIT student enrollment system, explain the significance and usage of a `BCP command'. Imagine you are a database administrator at SLIIT and you need to ensure the safety and integrity of student enrollment data during a system upgrade. How would you utilize a `BCP command' to effectively manage this critical task?",medium
Formulate an algorithm for optimizing spectrum allocation in cognitive radio networks to improve spectrum efficiency and mitigate interference.,hard
Explain stiffness and flexibility and write elements of displacement matrix for the frame shown in figure 7.,easy
Grade the effectiveness of a customer service hotline.,hard
Distinguish between the following giving suitable examples,medium
What would result if ,medium
"Interpret the concept of network segmentation, discussing its role in reducing attack surface and containing security breaches.",easy
Differentiate between venturimeter and Orificemeter.,medium
List down the environmental factors that an international marketer should consider. ,easy
Explain on delete cascade command with suitable example.,easy
How do you build a structurally resilient cantilever bridge?,hard
Identify the characteristics of a truss bridge in bridge engineering?,easy
"Explain the concept of reinforcement learning, discussing its use for training agents to interact with dynamic environments and maximize cumulative rewards.",easy
"Compare the efficiency of different foundation systems (e.g., shallow foundation, deep foundation, pile foundation) in supporting structures on various soil types and ground conditions.",medium
What is a file mode?,easy
An infinite slope is made of clay with the following properties:,medium
Explain the stack organization and enlist instructions related to stack.,easy
Show the process to calculate the volume of a cone.,medium
Hypothesize an approach for using deep reinforcement learning to optimize resource allocation and scheduling in cloud computing environments.,hard
Interpret the moral lesson in a fable.,easy
"In the context of database management systems, discuss the transition from conceptual database design to logical database design, including the selection of a DBMS and the conversion of the conceptual design into a database schema. 

a) Explain the significance of selecting a DBMS for implementing a database design and the process of converting a conceptual database design into a database schema within the chosen DBMS.

b) Prior to 1970, database systems primarily utilized the hierarchical and network data models. Compare and contrast these older data models with the relational model introduced by Codd in 1970 in terms of their structure and functionality.

c) Analyze the evolution of DBMS products, highlighting the shift towards the relational model as the predominant data model in contemporary database systems. Provide examples of leading DBMS products that are based on the relational model and discuss the advantages it offers in comparison to hierarchical and network data models. 

Include a scenario from an e-commerce platform where the transition from conceptual to logical database design is crucial for efficient data management and retrieval processes.",medium
Determine the type of MOSFET. ,medium
List FIVE (5) weaknesses of Out-of-Home (OOH) Advertising. ,easy
Assess THREE (3) brain structures that are associated with the language / speech function. Elaborate your answers with example. ,hard
"Discuss the comparison between the microeconomics and macroeconomics field of study in term of production, prices, income and employment. ",medium
"Discuss the principles of data compression algorithms (e.g., lossless, lossy), explaining their trade-offs between compression ratio and quality.",easy
Design a decentralized social media platform that prioritizes user privacy and data ownership using blockchain and encryption technologies.,hard
What is halftone and how it is created.,easy
"Consider the following question:

**Question:**
In the context of a university database, explain the usage of the ALL operator in SQL queries. Provide a real-world scenario where this operator could be applied and demonstrate its use with the given student data.

**Scenario:**
In a university database system, the ALL operator is utilized to compare a value with all values in a set. For example, it can be used to find students in the Information Technology (IT) program who have a GPA greater than all Business Management (BM) students.

**Student Data:**
```
StudentID | Name   | GPA | ProgID
----------------------------------
1000      | Amal   | 3.2 | BM
1001      | Nimali | 2.8 | IT
1002      | Aruni  | 3.8 | SE
1003      | Surani | 2.5 | BM
1004      | Imali  | 4.0 | IT
```

**SQL Query:**
```
SELECT s.Name
FROM student s
WHERE s.progID = 'IT' AND s.gpa > ALL (SELECT s1.gpa FROM student s1 WHERE s1.progId = 'BM');
```

Explain the concept of the ALL operator in SQL queries and how it is applied in the given scenario.",easy
Describe FIVE (5) key players in advertising. ,easy
Define and explain the concept of ISA mapping in the context of database management systems. Provide a real-world scenario from a university database where ISA mapping can be applied and explain the process involved in implementing ISA mapping in the scenario.,hard
Apply mathematical principles to solve this optimization problem.,medium
Quote a statement from a renowned scientist on the topic of evolution.,easy
Describe effect of wall moment with respect to earth pressure.,easy
"Explain the architecture of JDBC in the context of a university database system. Include the roles of JDBC API, JDBC Driver Manager, and JDBC Driver. Provide a step-by-step explanation of how these components interact to establish a connection between a Java application and multiple RDBMS instances.",easy
What do you understand by relative humidity of air?,easy
"A transportation agency is planning a road widening project to accommodate increasing traffic volumes and improve traffic flow. Analyze the traffic management strategies (e.g., lane reconfiguration, signal synchronization, roundabout implementation) and recommend solutions for minimizing disruptions to traffic during construction and maximizing safety for road users.",medium
Solve a hypothetical scenario involving distributed denial of service (DDoS) attacks on a cloud-based infrastructure and propose effective countermeasures.,medium
"Question:
In the context of a university database system, explain the importance of completing the following tasks by the upcoming week:
a) Attempting the self-test questions available on the course website.
b) Engaging with the tutorial exercises and preparing the solutions for discussion in class.
c) Providing responses to the questions presented at the conclusion of Chapter 2 in the textbook ""Database Management Systems"" by Ramakrishnan & Gehrke.",easy
"Question: 
Considering the traditional method of storing data in files, why is it not ideal to store all data in files? Provide a real-world scenario for each case and explain the recommended approach for data storage.

a) Scenario 1: At SLIIT, several thousand students are enrolled in courses. How would you recommend storing these students' data and justify your choice?

b) Scenario 2: During the New Year season, you need to create a shopping list for various groceries and presents. How would you suggest storing this list and explain the rationale behind your recommendation?",medium
"Explain with sketches, wind and stack effect.",medium
Define pressure vessels and explain design of pressure vessels subjected to external pressure.,medium
Write detailed classifications of Internal combustion engines.,easy
Write down Schrodinger's equation in one dimension and explain the meaning of each term of the equation. ,easy
"Question:
Explain the situations in which views, functions, stored procedures, and triggers are applicable in a relational database management system (RDBMS). Provide a real-world scenario for each of these database objects to illustrate their practical use. Additionally, demonstrate how to write syntactically correct SQL statements to create functions, procedures, and triggers to meet specific user requirements in an RDBMS environment.",hard
Explain briefly FIVE (5) strategies for effective packaging design. ,easy
Demonstrate using the OPAC and your knowledge of library organization to find a book about turtles.,medium
"A flat plate 1.5 mÃ1.5 m moves at 51 m/hr in stationary air of density 1.16 kg/m 3. If the co-efficient of drag and lift are 0.16 and 0.76 respectively, determine:",medium
Analyze the financial statements to assess the company's performance.,medium
Differentiate between velocity and acceleration.,easy
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University/SLIIT student enrollment system, explain the importance of defining, constructing, manipulating, and sharing databases. How would a database management system (DBMS) facilitate the processes within this system, ensuring efficient management of student records, course information, and academic data?",medium
Name the following conserved amino acids for their corresponding single letter codes: SQYKRECP. ,easy
Compare Analog and Digital communication.,medium
"Imagine you're designing a reinforced concrete beam for a building structure. Describe how you would calculate bending moments, shear forces, and reinforcement detailing to ensure structural safety and serviceability under loading conditions.",easy
What steps do you take to identify missing information in a complex scientific experiment?,medium
From a blueprint to describe the article depicted.,easy
âTechnology has aided manufacturing and service companies in inventory management.' Justify the statement. ,hard
Can you list the components of a basic computer system?,easy
Explain the role of technology in innovation.,medium
"State, define and list the advantage(s) and disadvantage(s) of the THREE animal selection methods for multiple traits. ",easy
Define about class and object in Java?,easy
Provide the objectives of building maintenance. ,easy
"Question:
Discuss the applicability of views, functions, stored procedures, and triggers in a university database system. Provide a real-world scenario for each of these database objects in the context of a university system. Additionally, write syntactically correct SQL statements to create a function, a procedure, and a trigger on an RDBMS to meet specific user requirements within a university database environment.",hard
"Question:
Consider the following scenario in a university database system:

You are tasked with creating a view named ""emp_info"" that includes employee ID (eid), name, salary, and the total percentage of time worked. The relevant tables are: emp (eid, ename, age, salary), dept (did, dname, budget, managerId), and works (eid, did, pct_time).

a) Define the concept of a database view and explain its significance in a relational database system. Provide an example of a real-world situation where creating a view would be beneficial.

b) Outline the SQL query syntax to create the ""emp_info"" view based on the given tables. Include the necessary JOIN conditions and calculations for the total percentage of time worked.

c) Discuss the potential advantages and disadvantages of using views in a database management system. Provide examples of scenarios where utilizing views can improve query performance and data security.",medium
"SUBWAY brand is the world's largest submarine sandwich chain with more than 44,000 locations around the world. This November, Subway is introducing two new combos as in the image provided below. Propose a rough layout of a poster to promote these new combos. ",hard
How would you use your artistic skills to create a visual representation of a scientific concept?,medium
Tell me about a recent book you've read.,easy
"Provide a guideline for effective use of photography of display materials"" in teaching of English language. ",easy
Write down the steps to be followed to transfer a data serially using 8051 microcontroller.,easy
Construct one Turing Machine for computing each of the following functions,medium
"Compare the efficiency of different renewable energy technologies (e.g., solar PV, wind turbine, hydroelectric generator) in converting natural resources into electrical energy.",medium
Devise a system for monitoring and mitigating soil erosion in agricultural landscapes using sustainable land management practices and erosion control measures.,hard
Describe the process of photosynthesis in plants.,easy
Write short note on CASE TOOLS for software development.,easy
"Define plastic hinge, load factor and shape factor.",easy
Contrast the features of analog and digital technology.,easy
Explain the role of mesofauna in the decay of fresh organic matter.,easy
Discuss the significance of genome studies in molecular medicine.,easy
A boiler evaporates 3.,medium
"**Question:**

Discuss the three main objectives to consider while designing a secure database application. Provide a real-world scenario for each objective and explain its significance.

**Answer:**

a) **Secrecy:** Define the objective of secrecy in database security and provide an example scenario from a university database system where information should not be disclosed to unauthorized users. Explain the importance of maintaining secrecy in this context.

b) **Integrity:** Explain the objective of integrity in database security and provide a scenario from an e-commerce platform where only authorized users should be allowed to modify data. Discuss the significance of ensuring data integrity in this scenario.

c) **Availability:** Describe the objective of availability in database security and present a real-world scenario from a hospital system where authorized users should not be denied access. Elaborate on the importance of maintaining availability in critical systems like hospitals.",medium
What is meant by hidden surface removal?,easy
"a) What normal form is the relation depicted in the slide?
b) If the relation is not in 3NF, normalize the relation to 3NF. The attributes provided are ENAME, SSN, BDATE, ADD, DNUM, DNAME, DMGR, EMP_DEPT, FD1, and FD2.

Consider a scenario where a university database contains information about employees in different departments. The attributes represent employee details, department information, and functional dependencies within the database.

(Note: The question has been reformatted for academic clarity and a real-world scenario has been added for context.)",medium
How Do You Think One Should Reason in Making Ethical Decisions in Business,hard
"Distinguish between baseband and passband transmission methods, discussing their suitability for different types of communication signals.",medium
What is unconformity and Describe various types of unconformities.,easy
Invent a method for fabricating lightweight and high-strength materials for use in aerospace and automotive applications using additive manufacturing.,hard
Explain the concept of executing queries using prepared statements in JDBC. Provide a real-world scenario where prepared statements would be beneficial and explain the process involved in using prepared statements with parameters.,easy
Interpret the concept of mechanical resonance and its implications for vibration analysis and control.,easy
State the requirement of material used for rotating machines.,easy
Solve a hypothetical scenario involving failure analysis of a dam structure and propose strategies for remediation and risk reduction.,medium
List the types of Abstract Data Type and explain them in brief.,medium
"Question:
Consider a scenario where you are designing a database system for a university. Create a SQL function to calculate the Grade Point Average (GPA) of a given student for a specific semester and year. The GPA calculation should take into account the grades obtained by the student in various courses during the specified semester and year. The function should return the calculated GPA value.

Provide the SQL function syntax for calculating the GPA of a student for a given semester and year in the university database scenario.",hard
Paraphrase the philosophical quote.,easy
Explain how the verticality of tall building is checked?,medium
Explain the concept of executing queries using prepared statements in JDBC. Provide a real-world scenario where prepared statements would be beneficial and describe the steps involved in using prepared statements effectively.,easy
Recall basic math facts,easy
Can you recite a verse from a well-known poem by Robert Frost?,easy
Group these literary works based on their genre.,easy
What is Heat affected Zone?,easy
"In a university database scenario, explain the process of exporting data from an Excel file to an SQL server database. Provide step-by-step instructions and include relevant academic terminology.",medium
Compare and contrast different methods for secure authentication in web applications and analyze their vulnerabilities.,medium
"Scenario: In a hospital patient management system, employee E8 is a nurse working in the ICU department. The ICU department, D4, has a team of healthcare professionals who work together to provide critical care to patients. Identify which department employee E8 is in and list the employees who are part of the ICU department (D4).",easy
Compare pneumatic and mechanical fabric stretching methods.,medium
"Question:
Consider the scenario of a university database. Explain how information of the following individuals would be stored in a database system that implements ISA mapping:

a) Describe how information would be stored for a person who is neither a student nor a faculty member (i.e., when the ISA relationship is partial).

b) Explain how information would be stored for a person who is a student but not a faculty member (i.e., disjoint relationship).

c) Discuss how information would be stored for a person who is both a student and a faculty member (i.e., overlapping classes).",medium
"""Instead of focusing only on investing in local market, some investors also invest in foreign market"". Justify above statement by providing FOUR (4) benefits of investing in foreign market. ",hard
Explain SSL in detail.,easy
What can you tell me about the history of the Eiffel Tower?,easy
How do you break down a complex medical diagnosis into its diagnostic criteria and patient history?,medium
"Enhanced question with scenario:

Scenario: ""Imagine you are working on the database for an E-commerce platform similar to Amazon. The platform stores information about products, customers, orders, and reviews. As a database administrator, you need to ensure smooth operations and efficient data management. 

Question: ""WHAT IS A DATABASE & A DBMS? A database is a collection of related data. A database management systems (DBMS) is a general-purpose software system that facilitates the processes of defining, constructing, manipulating, and sharing databases among various users and applications. How would you apply the concepts of defining, constructing, manipulating, and sharing databases in the context of managing the vast amount of data generated by an E-commerce platform like Amazon?",medium
Can you generalize from historical educational systems to predict future learning methodologies?,hard
Write a short note on Organic Protective Coatings?,easy
How can you use knowledge from chemistry and engineering to develop novel materials?,hard
ABC inventory analysis is one of the methods used by manufacturing companies for effective inventory management. Explain your answer. ,easy
Explain the working of PV Cell and Simplest Equivalent Circuit for a Photovoltaic Cell.,easy
What steps are involved in composing a captivating blog post?,hard
What are different types of inheritance supported by Java.,easy
Express the following systems in matrix form,easy
Consider a zero coupon bond with a par value of $1000 that has a current price of $436.19 and matures in 10 years. Compute its yield to maturity. ,medium
Differentiate between a nylon mesh with stainless steel mesh.,medium
Write a note on necessity and types of transition curves.,easy
"Scenario: University/SLIIT student enrollment system

Enhanced question: ""In the context of a University/SLIIT student enrollment system, discuss the potential consequences of incorrectly grouping attributes in relations. Provide examples of how improper grouping can lead to data redundancy and anomalies in the system. Additionally, explain the importance of a good decomposition in ensuring data integrity and efficient query processing within the enrollment system. Consider the scenario where student information, course details, and enrollment records are stored in the database. How would you compute keys from a given set of functional dependencies in this context, and subsequently, normalize the schema to BCNF to optimize data organization and maintain consistency in the system?",medium
What is the different usage of Virtual Reality?,easy
"In their efforts to achieve their macroeconomic objectives, all governments, regardless of political persuasion, employ the same types of policy instrument. Discuss.",easy
Define and explain the usage of the BETWEEN operator in SQL. Provide an example scenario from a university database where the BETWEEN operator can be utilized to retrieve relevant information.,easy
Can you remember the principles of democracy in government?,easy
What hypotheses would you formulate for an ecology experiment on ecosystem dynamics?,hard
Interpret the market trends to make investment decisions.,easy
Explain the different mechanical properties of Ceramics.,medium
"Question:
Consider the scenario of a university database. Explain how you would store information for the following types of individuals within a database management system:

a) Describe how you would store information for a person who is neither a student nor a faculty member (partial ISA relationship).
b) Explain the storage approach for a person who is a student but not a faculty member (disjoint ISA relationship).
c) Outline the method for storing information for a person who is both a student and a faculty member (overlapping classes). Include the attributes: NIC, name, age, GPA, salary, student, faculty, and Person.",medium
How to perform Analysis of Financial performances.,medium
Judge the winner of a dance competition.,hard
Mr.,medium
Support your answers with ONE (1) example in everyday life for each strategy. ,hard
"Evaluate the impact of different network segmentation strategies (e.g., VLANs, subnetting, micro segmentation) on improving network security and traffic isolation.",medium
Derive the expression for the torque of the DC machine.,medium
Write a short note on :,easy
Infer the factors contributing to the decline in employee morale.,easy
Support your viewpoint on the benefits of meditation.,hard
Define FOUR (4) primary roles of advertising in business and society. ,easy
"Compare the features and scalability of different network attached storage (NAS) solutions (e.g., NFS, CIFS, iSCSI) for centralized data storage and file sharing.",medium
Propose innovative solutions for addressing cybersecurity challenges in the era of quantum computing.,medium
"Imagine you're planning a water supply network for a municipal area. Explain how you would perform hydraulic analysis, size pipes, and select pump stations to ensure adequate water pressure and flow distribution to consumers.",easy
What modifications would you make to a meditation app to enhance user engagement?,hard
Describe Impressionism art style. ,easy
Compare cycloidal and involute gear tooth profile.,medium
Compare the various types of recommendation systems in terms of their recommendation accuracy and scalability.,easy
"You are designing an innovative bridge structure for crossing a major waterway in an urban area. Create a bridge design that incorporates sustainable materials, modular construction techniques, and aesthetic considerations to minimize environmental impact, reduce construction time, and enhance visual appeal, incorporating structural analysis, finite element modeling, and wind tunnel testing for optimal bridge performance and durability.",hard
What adjustments would you make to a navigation app to improve real-time traffic updates?,hard
Explain in detail ARP and RARP.,easy
Determine the concentration of a solution through titration.,medium
"Solve the following integral equation,",medium
Discuss the advantages of FinFETS over planar MOSFETs. ,easy
"Contrast the principles of generative and discriminative models in machine learning, discussing their applications in data generation and classification tasks.",medium
Judge the reliability of finite element analysis (FEA) simulations in predicting fatigue failure of structural components.,hard
How could old artistic techniques be combined to create innovative contemporary art?,hard
"Interpret the concept of interpretability-accuracy tradeoff in machine learning models, discussing approaches for balancing model complexity and explainability.",easy
"Question:
Describe the process of exporting data from an Excel file in a database management system. Provide a step-by-step explanation of how this process is typically carried out. Include the expected outcome of the data migration process in your explanation. 

Scenario: 
In a university database system, the administration office needs to export student enrollment data from an Excel file into the main database to update student records for the upcoming semester.

Format:
a) Explain the steps involved in exporting data from an Excel file in a database management system.
b) Describe the expected outcome of the data migration process.",medium
Convince the community to support a local charity.,hard
What is internal fragmentation and external fragmentation?,easy
Reason why hunger cannot be simplified as yet another homeostatic process. Provide TWO (2) points. ,easy
"Compare the different types of transmission impairments (e.g., attenuation, distortion, noise) in communication channels, discussing their effects on signal quality.",easy
"Define and explain the usage of the BETWEEN operator in SQL with a real-world scenario.

a) Define the BETWEEN operator in SQL and provide an example query demonstrating its usage.
b) Explain how the BETWEEN operator can be utilized to retrieve data within a specified range.
c) Illustrate a scenario from a university database where the BETWEEN operator could be used effectively to retrieve relevant information.",medium
"Compare the security features and vulnerabilities of different authentication methods (e.g., passwords, biometrics, multi-factor authentication) in network access control.",medium
In an engine mechanism as shown in figure.,hard
How do you derive the equation for calculating the potential energy of an object?,hard
"Question:
Consider the scenario of managing information for individuals within a university database. Discuss the storage of information for the following types of people within the context of ISA mapping:

a) Describe how information would be stored for a person who is neither a student nor a faculty member, representing a partial ISA relationship.
b) Explain the storage of information for a person who is a student but not a faculty member, illustrating a disjoint ISA relationship.
c) Outline the storage approach for a person who is both a student and a faculty member, demonstrating an overlapping classes ISA relationship.

Provide examples to support your explanations.",medium
"Discuss the principles of wave propagation in communication systems (e.g., line-of-sight, ground wave, sky wave), explaining their characteristics and applications.",easy
Enumerate the advantages of using recursion in programming?,easy
"Compare the characteristics of shallow neural networks and deep neural networks, assessing their suitability for modeling complex relationships in data.",medium
Write a short note on ALU IC 74181.,easy
"Question:
Explain the process of exporting data from an Excel file in a database management system. Provide a step-by-step guide on how this process is carried out and discuss the significance of data migration in maintaining data integrity within a university database system.

Scenario:
In a university database system, the registrar's office is tasked with exporting student enrollment data from an Excel file into the central database. This process ensures that accurate and up-to-date information is maintained for academic records and administrative purposes.

Steps:
a) Describe the initial steps involved in preparing the Excel file for data export.
b) Outline the sequential process of exporting data from the Excel file into the university database system.
c) Discuss the importance of verifying the outcome of the data migration process to ensure data accuracy and integrity.",medium
"Question:
Consider a scenario where you are tasked with designing a function to calculate the Grade Point Average (GPA) of a student for a specific semester and year in a university database system.

a) Define the concept of GPA calculation in the context of a university database system. Provide examples of how GPA is typically calculated for courses with varying credit weights.

b) Explain the process of implementing a function to calculate the GPA of a given student for a specific semester and year. Include the necessary input parameters, data retrieval steps, and the calculation logic involved.

c) Discuss the importance of accurately calculating and storing GPA information in a university database system. How can the GPA data be utilized for academic advising and decision-making processes within the educational institution?",medium
What is garbage collection in Java?,easy
"Question:
Explain the concept of ternary relationships in the context of an Entity-Relationship (ER) model. Provide a real-world scenario where a ternary relationship would be appropriate in a university database system. Discuss the criteria for choosing between ternary and binary relationships in a database design.

Subparts:
a) Define a ternary relationship and explain when it is preferred over binary relationships in a database design.
b) Illustrate a scenario within a university database system where a ternary relationship involving three entities is necessary. Describe the entities involved and the common attribute that justifies the use of a ternary relationship.
c) Compare and contrast the advantages and disadvantages of using ternary relationships versus binary relationships in database modeling. Provide examples to support your comparison.",medium
Write short note on lamination methods.,easy
Summarize this magazine article.,easy
Summarize the findings of a psychology study.,hard
What approach would you use to prove the truth of the below statement,medium
Explain all the elements of multimedia with examples. ,easy
A shaft rotating at constant speed is subjected to variable load.,medium
"Question:
Explain the three main objectives to consider while designing a secure database application, namely secrecy, integrity, and availability. Provide a real-world scenario from a university database system to illustrate each objective.",medium
What is mean by Interface in Java?,easy
Explain any two types of memories.,easy
Construct the binary search tree (BST) from the following elements.,medium
Explain the input and output devices with suitable example.,medium
Derive strain energy stored in a body when the load is suddenly applied.,medium
Name the theory that explains the behavior of gases at various temperatures and pressures.,easy
Outline the major events of a historical time period.,medium
Create a system for automatically generating personalized music playlists based on user preferences and listening habits using machine learning.,hard
Identify the correct definition of osmosis,easy
Defend the importance of online privacy protection.,hard
Determine the concentration of an unknown substance using titration.,medium
Rank the qualities of a successful entrepreneur.,hard
Differentiate between Reciprocating and Rotary Compressors.,medium
"Critically evaluate the role of advanced materials (e.g., shape memory alloys) in aerospace engineering applications.",medium
Derive with usual notations the following Darcy-Weisbach equation for the loss of energy due to friction.,medium
Discuss the negative effects of advertising on children. ,easy
"Distinguish between PAM, PWM and PPM.",easy
Develop a new algorithm for optimizing spectrum allocation in cognitive radio networks to maximize spectrum utilization while minimizing interference.,hard
Criticize the efficiency of a digital signal processing algorithm in noise reduction for wireless communication systems.,hard
Apply principles of psychology to solve a behavioral modification challenge.,medium
Explain Frame Representation with its merits and demerits.,easy
Explain steps involved in the stability analysis of slopes by method of slices.,easy
A single stage single acting air compressor has the bore of 200 mm and stroke 300mm.,medium
Describe requirements of good building stone.,easy
What are differences between natural convection and forced convection?,medium
"Question:
Consider a scenario where a university maintains a database to manage student information. Explain the concept of normalization in database management systems. Provide examples to illustrate the different normal forms.",easy
What is the need of electric vehicle?,easy
What is IT infrastructure and what are the stages and drivers of IT infrastructure evolution?,easy
Explain A VL tree rotations with example.,easy
Explain on Devices Security and Privacy of IoT cloud.,easy
Assess the effectiveness of a data loss prevention (DLP) solution in preventing unauthorized data exfiltration and leakage.,hard
"Suppose you're troubleshooting a voice quality issue in a cellular network. Describe the key performance indicators (KPIs) and metrics you would analyze to identify factors affecting call drops, latency, and audio distortion.",easy
List FIVE (5) elements in downward communication.,easy
Examine carefully the given map extract on the following page to help you work out the exercise below.,medium
"A circular bar of diameter 80 mm diameter is subjected to axial compression force of 200 kN. Determine shear stress on a plane, onwhich the normal stress is 100 MPa.",medium
What strategies do you use to identify redundant information in a complex market research report?,medium
A rectangular plane surface 3m wide and 4m deep lies in water in such a way that its plane makes an angle of 30Âº with the free surface of water.,medium
Apply laws of statistics to evaluate the reliability of a written test.,medium
Can you quote a line from a historical speech that you find meaningful?,easy
Explain the function of International Monetary Fund (IMF). ,easy
A horizontal girder of steel having uniform section is 14 meters long and is simply supported at its ends.,medium
"Explain the concept of construction scheduling and project management techniques, discussing methods such as Gantt charts, critical path analysis, and lean construction.",easy
Explain Development  in part Modeling in CAD Customization.,easy
Explain in brief folding to paper style.,easy
Write in detail mineral wealth of GONDWANA.,easy
How do you design a sustainable urban landscape that promotes biodiversity?,hard
Categorise the pictures and add them to the wall display.,medium
"Question:
Explain the usage of the BETWEEN operator in SQL for checking whether an attribute value is within a specified range. Provide a real-world scenario where the BETWEEN operator could be applied in a university database context. Use the following example data to illustrate your explanation:

```
StudentID | Name   | GPA | ProgID
-----------------------------------
1000      | Amal   | 3.2 | BM
1001      | Nimali | Null| IT
1002      | Aruni  | 3.8 | SE
1003      | Surani | 2.5 | IT
1004      | Imali  | 4.0 | BM
```

a) Define the BETWEEN operator in SQL and explain how it can be used to find students who will be obtaining a first-class honors (3.7 <= GPA <= 4.0).

b) Write an SQL query using the BETWEEN operator to select the StudentID of students who fall within the GPA range of 3.7 to 4.0.

c) Based on the provided data, identify the StudentIDs of the students who meet the GPA criteria for obtaining a first-class honors.",medium
Can you label the countries on a world map?,easy
"Question:

In the context of a university database system, explain the importance of completing self-test questions, tutorials, and lab sheets in a Database Management Systems course. Provide examples of how these activities contribute to enhancing students' understanding and practical skills in managing databases.",medium
Propose innovative solutions for enhancing the resilience of critical infrastructure to extreme weather events and natural disasters.,medium
"Question:
Explain the usage of the BETWEEN operator in SQL to retrieve data within a specified range. Provide an example scenario from a university database where the BETWEEN operator can be applied to find relevant information.

Scenario:
In a university database, the admissions office wants to identify students who fall within a specific GPA range for scholarship consideration.

Enhanced Example:
a) Define the BETWEEN operator in SQL and explain its purpose. Provide an example from the university database scenario where the BETWEEN operator is used to retrieve data within a range.
b) Describe the syntax for using the BETWEEN operator in a SQL query. How does the BETWEEN operator differ from using multiple comparison operators in a query?
c) Discuss the advantages and limitations of using the BETWEEN operator compared to other methods for filtering data in SQL queries.",easy
"Describe how the soil colloidal complex tends to serve as a ""reservoir"" for plant nutrients. ",easy
Define the concept of functional dependency (FD) in the context of a relational database. Provide an example scenario from a university database where functional dependencies could be applied.,easy
"Discuss the principles of combustion in internal combustion engines, explaining factors such as air-fuel ratio, ignition timing, and combustion chamber design.",easy
"Compare the various types of transmission lines (e.g., coaxial, microstrip, waveguide) in terms of their impedance and propagation characteristics.",easy
Describe the components involved in the formation of a folded enzyme. ,easy
How do you design a sustainable urban garden that promotes community engagement?,hard
"Distinguish between narrowband and broadband communication systems, discussing their respective advantages in wireless communication.",medium
Weights of 4000 students are found to be normally distributed with mean 50 kg and standard deviation 5 kgs.,medium
Plan a scalable and fault-tolerant distributed file system for storing and retrieving petabytes of scientific data generated by research institutions.,hard
"When dealing with complex legal cases, how do you understand the intricacies?",easy
Write a short note on control system and electronics.,easy
Define probability. Also write the properties of probability.,easy
Determine whether the graphas G and H displayed in Figure are isomorphic or not?,medium
Can you break down the components of a computer's software?,medium
"Contrast the principles of strong typing and weak typing in programming languages, discussing their impact on type safety and runtime errors.",medium
"Contrast the following basic BLAST programs: PSI-BLAST, PHI-BLAST and tBLASTX.",easy
"Evaluate the reliability of different synchronization methods (e.g., bit synchronization, frame synchronization, word synchronization) in digital communication systems.",medium
Describe conservation tillage and explain why it often requires a change in nutrient management. ,easy
Use Laplace to solve the following problems,medium
Summarize the basic tenets of deconstructionism.,easy
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University student enrollment system at SLIIT, explain the importance of identifying keys in the database schema for efficient data organization and retrieval. Provide a practical example of how determining keys and functional dependencies can aid in the normalization process of student records, ensuring data integrity and optimal database design.",medium
Differentiate between âtrial pits' and 'boreholesâ. ,medium
"In a university database system, explain the concept of overlapping constraints with regards to subclasses. Provide an example scenario to illustrate this concept.",easy
"Compare the features and security of different remote desktop protocols (e.g., RDP, VNC, SSH) for accessing and controlling remote computers over a network.",medium
Contrast the characteristics of city life and rural life.,easy
Can you invent a new method for harnessing solar energy in urban environments?,hard
"Evaluate the reliability of different non-destructive testing methods (e.g., ultrasonic testing, radiographic testing, eddy current testing) in detecting defects in materials.",medium
Modify the code to optimize the software's performance.,medium
"Question:
Consider a university database scenario where you are tasked with retrieving information about students who made it to the Dean's list for the second semester of the year 2022. A student qualifies for the Dean's list if, for a specific semester in a year, they have successfully completed all modules and attained an overall GPA exceeding 3.7. 

a) Formulate a SQL query to find the ID, name, specialization, and GPA of students who are on the Dean's list for the second semester of the year 2022. 

b) Explain the process involved in executing the SQL query to extract the required information from the database.",medium
