question,label
Identify FIVE (5) key players in advertising. ,easy
Explain Vacuum forming in Plastics.,easy
Explain screw thread terminology.,easy
Derive Trapezoidal rule for numerical integration as a special case of Newtonâs Cote formula.,medium
Explain the stress-strain relationship of concrete with neat sketch.,easy
Identify THREE (3) types of imperfectly competitive firms and construct THREE (3) important characteristics of these imperfectly competitive firms.,medium
State various obstacles in setting out curves.,easy
Explain the difference between array representation and linked representation of binary tree.,easy
Sketch a twist drill geometry and discuss various elements of it.,easy
Explain the input and output devices with suitable example.,medium
Discuss the procedures of the non-suspended reinforced concrete ground floors construction. ,easy
Explain Plugging of DC motor.,easy
Compare vapour compression and vapour abortion refrigeration system.,medium
A beam is loaded and supported as shown in Fig.,medium
What is importance and purpose of Refining process in manufacturing of paper.,easy
Explain the homogenous transformation matrix approach in planning of Cartesian path trajectories.,easy
Explain in details various types of Relays and Electric Encoders used Printing Industries.,easy
What is table overflow and how it is handled using extendible hashing?,easy
Two examiners A and B award marks to seven students as follows: Roll No. : R1R2R3R4R5R6R7 Marks (A) : 40 44 28 30 44 36 30 Marks (B) : 32 39 26 30 28 34 28 Find the coefficient of correlation.,medium
A steel rod 6m long and 30 mm diameter is used as a column. One end is fixed and other is free. Determine the crippling load by Eulerâs formula.Take E = 200 GPa.,medium
Explain the operation of a precision full wave rectifier with necessary waveforms.,easy
"Use Runge Kutta second order method of find an approximate value of y correct to three places of decimal when x = 0.1, given that y = 1.2 when x = 1 and dy dx = 3x + y2.",medium
Explain in detail ARP and RARP.,easy
Write a pseudo code for basic operations of stock.,medium
Explain why it is important for the width of the base quasineutral region to be small compared to the minority carrier diffusion length in the operation of a BJT.,easy
Describe the process of using the STL algorithms for Quick sort.,medium
What is Microprocessor?,easy
Explain homogenous and heterogeneous nucleation with neat sketches.,easy
The voltage V( s) in a network given by :,medium
Design a 3-Bit synchronous counter using JK FF.,medium
What  is Software Architecture?,easy
You are conducting a building survey for a 2 year old building where you reported premature building decay. Explain the possible factors that may cause these defects to the building owner. ,easy
Explain with neat sketch pressure thermoforming.,easy
"The speed (km/hr) of a train which starts from rest is given by the following table, the time being recorded in minutes.",medium
One percent of articles from a certain machine are defective.,medium
What is heat engine?,easy
Design primary school for 6 class room the building is single story and RCC frame the structure following details.,medium
What are Aluminum and its alloys?,easy
Describe graphic design. ,easy
List and explain different types of iterators in STL.,easy
Compare synchronous and ripple counter.,easy
State the Bernoulli is theorem.,easy
Identify which country has an absolute advantage and comparative advantage in the production of pizza and cloth. ,easy
Explain briefly the effectiveness of advertising based on strategy concept. ,easy
What are elements of Design model?,easy
Develop an ABC classification system for the 10 items. ,hard
Categorize the basic concepts of multimedia with an example for each. ,easy
What are sound displays in Virtual Reality?,easy
Construct a binary search tree for the following set of elements.,medium
Define constructor.,easy
Write a note on necessity and types of transition curves?,easy
Discuss the desired characteristics of control valves.,easy
The first four moments about value 30.,medium
Determine the optimum proportions of a cylindrical vessel with flat top and 60Âº conical bottoms.,medium
"""Portfolio management strategies are different based on the investor's risk preferences and expected return"". Based on above statement, explain TWO (2) major portfolio management strategies. ",easy
Explain Deferred database modification.,medium
Explain specific energy curve.,easy
What are the different laws of Radiation?,easy
"A symmetric I section of flanges 120 mm Ã 20 mm and web of thickness 20 mm and 100 mm depth, carrying uniformly distributed load ofmagnitude 80 kN/m over 4 m span. Calculate the maximum bendingcompressive stress.",medium
There are several corporate governance tools available for institutional shareholders activism. Differentiate shareholder resolution and proxy voting,medium
Write a program in C language to enable hardware interrupts INT0 and INT1.,medium
"Explain in detail the chemisorptions of hydrocarbon (eg. alkene, alkyne etc). Focus only on molecular adsorption of hydrocarbon on solid surface at low temperature.",easy
What are various types of Stepper motors?,easy
State four features of LAP winding of DC machine.,easy
Write assumption made in Pure bending theory.,easy
Calculate the variance of orders for the glass bottles. ,medium
Differentiate between Microprocessor and Microcontroller.,easy
Find the coefficient of correlation for following data.,medium
Describe THREE (3) advantages of the banker's acceptance towards either exporter or importer. ,easy
A lubricating oil of viscosity of 10 poise and specific gravity 0.,medium
Explain in brief components of Lab VIEW application.,medium
Define Red Black tree.,easy
CATH and SCOP are databases that hierarchically classify protein domains according to their structures. Describe the CATH protein classification system. ,easy
Explain two position and floating control mode in brief with neat sketch.,easy
Obtain the Inverse Fourier Transform of,medium
"The internet has been considered as a low cost option for selling products and services. From a firm's perspective, explain FOUR (4) factors that add to the cost of doing business on the internet. ",easy
Explain in detail file systems and its implementation.,easy
Define teachers' Pedagogical Reasoning Skills and explain how it helps teachers use instructional materials in classroom. ,easy
What are the different tools used for generation of Reports?,easy
State main commodity polymers with uses.,medium
Explain degrees of freedom and stiffness.,easy
Explain direct and reverse action for controller in brief with suitable examples.,easy
Write down application of carbon nano tubes and BN nano tubes.,easy
Igneous rock can be formed either underground or above ground. Elaborate. ,easy
Derive with usual notations the following Darcy-Weisbach equation for the loss of energy due to friction.,medium
"Explain with sketches, wind and stack effect.",medium
Explain following terms in brief.,medium
Demonstrate the different types of flames used in oxyacetylene welding.,easy
Explain principle of resistance welding with neat sketch.,easy
"Comparing to the reference sequence, identify the functional elements to represent S2 and S3, respectively. ",easy
Explain the stages of combustion in a C.,easy
Describe how the increase of soil organic matter level may immobilize some nutrients in soil. ,easy
Explain the construction and working principle of BLDC motor.,easy
Explain brass and its types with suitable examples.,easy
Explain Linear queue and Circular queue with suitable example.,easy
The postorder and inorder traversals of a binary tree are given below.,easy
Derive the emf equation of a DC machine and hence write the voltage equation of a DC shunt motor.,medium
State any five factors for selection of motor for specific applications with brief explanation of each.,easy
If ()2 2V4xyx y=â  is harmonic find its harmonic conjugate and determine F( z) in terms of z.,medium
Define attitudes. ,easy
Audit committee is responsible to implement and support the monitoring function of the board of directors. Develop a list of best practices for audit committee meeting. ,hard
Each conductor of 3 phase line is suspended by 4 suspension insulators.,easy
Explain role of telecommunication.,easy
What are main sources of Pollutants from Petrol engine?,easy
Define the terms in solar energy system.,easy
Write structure definition for single Linked list. Differentiate between static memory and dynamic memory allocation.,easy
What is Sequential and index sequential file organization?,easy
What are the various types of radiators used in cooling system of IC engine?,easy
Describe the significance of concrete as a primary material in today's construction. ,easy
Define brainstorming process. ,easy
Write TWO reasons on the slow adoption of biological control in weed management. ,easy
Jolly and Bolitho (1998) proposed a 7-stage framework to show the process of material design. Apply the framework through use of media to teach 14 year old students action verbs. State the type of media that is going to be used for the lesson. ,medium
List out FOUR (4) benefits of using RFID.,easy
What is earthquake?,easy
Describe advantages and limitations of following insulators.,medium
Explain the various losses in transformer?,easy
What are the advantages of design patterns?,easy
Find out the exponential fourier series for impulse train shown in fig.,medium
Explain market considerations for package design.,easy
Enlist characteristics of  a good hash function.,easy
Compare and contrast the characteristics between hardwood and softwood. ,medium
Steel is the most widely used reinforcing materials in concrete structure. Briefly explain the general properties of steel. ,easy
Derive the expression for PIV for single phase FWR.,medium
âTechnology has aided manufacturing and service companies in inventory management.' Justify the statement. ,hard
"Using IC 741 op-amp with supply voltage of Â±15V design an inverting schmitt trigger circuit to have VUTP = +3V , VLTP = â3V .",medium
Explain types of queues. Write any one in detail.,easy
What are the salient features of vegetable market building?,easy
State the SIX categories in soil taxonomy. ,easy
Describe the characteristics of a general tree.,easy
Discuss issues of defining âweedsâ. ,easy
Explain requirements of a good building stone.,easy
State functional requirement of good flooring material.,easy
Explain Hot dipping and Burnishing processes in detailed.,medium
Describe the Pop Art style in 1958 - 1972.,easy
What is Software Architecture?,easy
Explain different types of flames with neat sketches in gas welding process.,easy
Suppose that the relation R on a set is represented by the matrix MR.,easy
What are the types of DC motor?,easy
Discuss factors affecting the durability of concrete.,easy
Suggest and describe an assisted reproductive technique that the farm should use for rapid and cost effective production. ,hard
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean. ,easy
"For any points which fall exactly on the curve, explain the combination of production for steel and bricks. ",easy
Explain on global and local approach in coordinating and controlling the international advertising.,easy
Explain sensitization of stainless steel?,easy
Define solvency and liquidity. Give some simple strategies that banks can follow to avoid insolvency or illiquidity. State reasons banks might option not to adopt these strategies. ,easy
Explain with a neat sketch following parts of belt conveyors.,medium
Explain any 3 addressing modes with example.,easy
The following table gives data obtained from triaxial compression test conducted under undrained conditions on two specimens of same soilsample.,medium
Obtain regression line of y on x for the following data:,medium
Explain uses of SBR.,easy
Differentiate AC and DC motors.,medium
Explain cache updating policies in detail.,easy
Express hybrid parameters in terms of transmission line parameters.,medium
Explain in detail categories of Software Metrics with suitable examples.,medium
Find Euler Totient Function of the following numbers.,medium
Discuss TWO (2) key differences between stock warrants and stock options. ,easy
Find the trignometric Fourier series for the periodic signal x(t) given below.,medium
Explain in details of Dielectric Heating with types.,easy
Explain EHVDC transmission system with the help of suitable diaram.,easy
State various application of Entropy.,easy
Explain the following file organization techniques.,easy
Give ONE common crossbreed for porker production in Malaysia and name the state in Peninsular Malaysia that has the highest production rate. ,easy
Fig.,medium
Differentiate between soft and hard magnetic material.,medium
Evaluate  CF.,hard
Explain the need of Cache memory.,easy
"How    todefine a package ? How to access ,import a package?",easy
Explain energy bands with neat sketch.,easy
Explain zero crossing detector using OP-AMP with necessary waveform.,easy
Compare product layout and process layout. ,medium
Prove the following identities (any one),medium
Explain mechanical dot gain and factors responsible for the same.,easy
Explain with suitable example BSF and DSF traversal of graph.,easy
Explain the linked  implementation of stack with suitable example.,medium
Explain Triadic curve and give its fractal dimension.,medium
Crank OA of a compound slider crank mechanism as shown in fig.,medium
"Due to saturated domestic markets, large firms were looking for foreign countries for new customers. Explain why China has been choose as a new market. ",easy
Explain cold junction temperature compensation technique.,easy
How retail marketing has extreme importance.,hard
Explain how koch curves are generated.,medium
Explain in brief the Indirect screen stencil making process.,easy
List out the properties of continuous time Fourier Transform.,easy
Identify the advantages and disadvantages of in situ and ex situ means of remediating polluted soils. ,easy
What do you understand by substructure.,easy
Explain Machine to Machine Architecture?,easy
What do you mean by carbon nanotubes?,easy
In a building there is always concern with fire safety. List what aspects you would assess in order to achieve strict compliance in the building design. ,easy
Discuss TWO hypotheses for invasive plants to become successful outside of their native ranges. ,easy
Write the requirements of good stair.,easy
For simply supported beam shown in figure 2.,medium
Find out Minimum Spanning Tree of the following graph (figure 3) using Kruskalâs algorithm.,medium
How multiple inheritance can be implemented using interface?,medium
Discuss the steps in executing interrupts in PIC 18 microcontroller.,easy
What is TDR in constrution?,easy
"By assuming other factors (pH, water content and etc.) are being equal in clay loam and sandy loam, state which soil would be expected to have higher organic matter content. Justify your answer. ",hard
A solid circular shaft transmits 220 kW at 160 rpm. The maximum allowable shear stress is 60 MPa and angle of twist permitted is 2Âº in 3mlength. Design suitable shaft. Take G = 78 GPa.,medium
Outline TWO (2) main causes of inflation. ,easy
Discuss any FOUR (4) underlying principles of lean manufacturing approach. ,easy
What is an Instruction Cycle.,easy
Determine the volume density and area density on the (1 0 0) plane of a body center cubic cell with lattice constant of 5 Ã. ,medium
Define pressure vessels and explain design of pressure vessels subjected to external pressure.,medium
"Let ï¨ï© 7,1 3 XBï½  be the Binomial distribution with parameters n = 7 and p = 1/3. Then ï¨ï© ï¨ï© 25 px pxï½ï« ï½  is",medium
Explain High pass filter using op-amp with its frequency response.,easy
Find the vertical deflection of the joint c of truss as shown in fig.,medium
What is polymorphism?,easy
Define the basic concepts involved in incorporating technology in teaching English language at secondary school level. ,easy
Generalize FIVE (5) ways to use digital photography in classroom teaching and learning.,hard
Explain any four applications of RFID?,medium
How do you inspect quality of material like sand and aggregate on your site?,medium
Discuss the advantages of real-time data input and over batch processing in expenditure cycle. ,easy
Explain the contents of project Feasibility report with example.,easy
"For any points which fall under the curve, explain the combination of production for steel and bricks. ",easy
Describe FIVE (5) characteristics of hardened concrete. ,easy
List out the Communication Protocols used in PLC.,easy
Define shear force at a section and bending moment at a section.,easy
Describe how the hexokinase enzymatic activity could be determined using the coupled assay method. ,medium
Write a short note on land use zoning and mention the requirements of each.,easy
"In about 70 words, explain how the different components function in language learning. ",easy
"Define and discuss the Sharpe, Treynor, and Jensen measures of portfolio performance evaluation by identifying the situations in which each measure is the most appropriate measure. ",medium
Propose a strategy that minority can use to influence the majority. Support your answer with ONE (1) relevant example. Elaborate your example in details. ,hard
List the properties of probability.,medium
Differentiate between Engineering Stress Strain curve and True stress strain curve.,medium
"Evaluate F cdrïï²  along the straight line joining points (0, 0, 0) and (2, 1, 3) where ï¨ï©2= F = 3 2 xix z y j z kï«ï­ï«",medium
The probability of a man hitting a target is 1 3.,medium
Explain the types of cooling curves.,easy
Explore five aspects of protection applied in segmentation.,medium
State methods involved in production of crude petroleum.,easy
What do you meant by light weight concrete and discuss its types.,easy
Explain the principle of ultrasonography in pregnancy diagnosis for farm animals. ,easy
Ten coins thrown simultaneously.,medium
Malaysian Code on Corporate Governance (MCCG 2017) encourages Board of Directors to improve shareholders' participations in decision making. Provide recommendations that will lead to more constructive use of Annual General Meeting (AGM). ,hard
Obtain the expression for current flowing through Inductor in series RL circuit and voltage across capacitor in series RC circuit connected to a d.,medium
Find the Laplace Transform of periodic wave given below.,medium
Figure 5 shows a horizontal shaft ABCD fixed to a rigid base at D and subjected to torques.,medium
Explain SSL in detail.,easy
A laminar flow is taking place in a pipe of diameter 200 mm.,medium
Explain with sketch any one technique of Polymer matrix composite processing.,medium
State the THREE (3) approaches to calculate national income.,easy
A coin is tossed 4 times.,medium
Apply Gauss Jordan method to find inverse of,medium
Discuss in brief direct cost and indirect cost.,easy
Explain the following parameter of OP-AMP,easy
Write down the FIVE (5) phases of the design process. ,easy
Waht is sequential file organization?,easy
A horizontal girder of steel having uniform section is 14 meters long and is simply supported at its ends.,medium
âDomestication of animals does not influence human behavior and lifestyle.â State whether you agree or disagree with the statement. Justify your answer. ,hard
Enlist the advantages and disadvantages of DLL over SLL.,easy
Justify two (2) lean techniques that work in both the manufacturing and service sectors. ,hard
Explain FOUR (4) off-balance-sheet banking activities which are important but not recorded in a bank's balance sheet. ,easy
Enlist the documents to be submitted for seeking commencement certificate and occupancy certificate.,easy
Write down various applications of Nanomaterials in Chemical industries.,easy
Explain Flat-top sampling with waveforms.,easy
The Political-Legal Environment of the Home Country is included In International marketing and advertising. Explain the Trade Sanctions and Export and Import Controls. ,easy
Explain the psychological factors which influence consumer behavior. ,easy
An unbiased coin is thrown 10 times.,medium
Explain manipulators for file handling in C++?,easy
Calculate the split tensile strength of following specimen of concrete.,medium
What do you mean by pipe?,easy
Discuss FOUR (4) common modern construction problems to anticipate. ,easy
Explain in brief the factors governing the choice of adhesives.,easy
What is method overriding?,easy
Write a program in C language to configure timer 0 of 8051 microcontroller in mode 2 use 8051 XTAL for clock source and start the timer 0.,medium
Discuss the advantages of using container adapters in the STL.,medium
Write Short notes on industrial robotic application of Light Curtains and Laser Area Scanner.,easy
How is coastline measured?,easy
"Determine using modified Euler's method the value of y at x = 0.1, given",medium
State the objective of proactive resistance management and briefly describe THREE methods of this management. ,easy
State the types of starters used for induction motors.,easy
List and explain operating system design issues.,easy
Explain Powder Bed Fusion process in short.,easy
Write an essay on the importance of comparative genomics. ,hard
Types of shrinkage in concrete.,easy
What is topological Sorting?,easy
Explain the various rating systems related to Green Building.,easy
What are the advantages and disadvantages of Abstract Data Type?,medium
What is exception and its types?,easy
Define Exception.,easy
Explain different methods of locating instantaneous centre in various mechanisms.,medium
Give the detailed classification of strain gauge and explain wire strain gauge.,easy
Define dryness fraction.,easy
Assuming that this monopolist is regulated to produce at that quantity where price equals average total cost. Calculate and find out what is the quantity the monopolist will produce and the price it will charge given this regulatory scenario.,medium
Show that the maximum number of edges in a simple graph with n vertices is n.,medium
Explain spray painting robots and its advantages.,easy
Discuss concrete vibrators and compaction equipments.,easy
Explain the standard characteristics of TTL in details.,easy
Examine cross-docking warehouse layout. ,medium
Find the expected value of the number of heads obtained when three fair coins are tossed simultaneously.,easy
"Verify at 5% level of significance and 4 degrees of freedom if the distribution can be assumed to be poisson given: # defects : 0 1 2 3 4 5 Frequency : 6 13 13 8 4 3 Take 20.135. eï­ï½  in the calculations round off the frequencies to the immediate higher integral value. Take 2 5,0.05 11.07ï£ï½",medium
What is Real Time Operating Systems?,easy
What is mean by carburation and explain simple carburetor with neat sketch?,easy
Define the following terms with suitable example with respect to Binary tree:,easy
Explain the FOUR (4) roles of media during a crisis. Support your explanation with an appropriate example for each role. ,easy
A string of suspension insulators consists of four units.,medium
Distinguish active and passive compliance in end effector with industrial application.,medium
Write down the advantages and disadvantages of gaseous fuel.,easy
"State any four assumptions in Boussinesq's theory. Mention the formula for calculation of stress in soil by point load and circular load byBoussinesqâs theory, with description of each term.",easy
What are different types of inheritance supported by Java.,easy
Name two super secondary structures found within enzymes which involved formation of a-helices. Describe how the a-helices could be maintained in an enzyme. ,easy
What is mean by Instruction format?,easy
Distinguish between âsuspended' and ânon-suspended' floor. ,medium
A Vertical vessel with a cylindrical shell and hemispherical heads is to be installed in a closed shed.,easy
Give composition and properties of any three bearing materials.,easy
An aptitude test for selecting officers in a bank conducted on 1000 candidates.,medium
What question needs to be answered in order to develop a project plan according to W5HH principle?,medium
What is 2D rotation of an object about an arbitrary point?,easy
The structural view of language has several components. List FIVE (5) components. ,easy
State uses and characteristics of contour lines.,easy
What is meant by springs?,easy
If three coins are tossed.,medium
State the types of timers.,easy
Define continuous time Fourier Transform.,easy
State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium. ,easy
Explain with sketch squeeze casting process.,medium
Design a wein bridge oscillator to generate oscillations at 1 KHZ.,medium
State the types of programming languages and explain any two.,easy
List TWO (2) advantages and TWO (2) disadvantages of printed newspaper advertising.,easy
State the TWO biological isoprene building blocks and the enzyme involved in synthesising the precursor. ,easy
List any THREE (3) pairs of system functions that should be separated in the centralized computer services organization and describe a risk exposure if the functions are not separated. ,easy
Derive general equation for continuity for a 3D flow in Cartesian coordinates for a steady incompressible flow.,medium
Explain why the effectiveness of an expansionary monetary policy in increasing aggregate output is partially dependent on the interest sensitivity of the demand for money. ,medium
What is a stream?,easy
Sketch and explain Forward and Inverse Kinematics.,easy
Explain different ways to implement Threads in Java?,medium
Explain concept of rotating magnetic field in ease of 3 phase induction motor.,easy
What is Extrusion?,easy
"Justify the following statement. ""It is possible for a firm to experience diminishing marginal return and diseconomies of scale at the same timeâ. ",hard
List THREE factors in determining economic thresholds for weeds. ,easy
Derive the relation of power in wind and explain impact of tower height on power generation in wind  energy system.,easy
What are details of composition in Stainless steel and tool steel?,easy
Evaluate the integral using the trapezoidal rule.,medium
You are the new online advertising consultant for Loreal Malaysia. Explain to your client SEVEN (7) important paid media metrics in online advertising.,easy
Enlist special concreting techniques? Explain under water concreting.,easy
Give the classification of residential building explain any two type in brief.,easy
Differentiate Between Flame Hardening and Induction hardening.,medium
Briefly discuss the key segregation of duties that should exist in the traditional manufacturing environment. ,easy
Explain various debugging feature of 80386.,easy
Explain any four design concepts with appropriate example.,easy
What do you mean by network crashing?,easy
Write short note on folding to print style.,easy
Describe the flux materials used in TIG welding?,easy
Compare Electric System with pneumatic system.,medium
Comment on the introduction of seven â_â in the alignment. ,hard
A closed cylinder 600mm diameter and 2 m long has shell thickness of 12 mm.,medium
What is mean by Encapsulation ? Explain with example.,easy
How many different ways are there to choose a dozen donuts varieties from 21 varieties at a donut shop?,medium
Write a short note on causes and remedial measures of landslides.,easy
Compare the formation process between igneous rock and sedimentary rocks. ,easy
A siphon of diameter 0.,medium
What is ASM chart?,easy
Carry out ABC analysis for the following items and plot ABC curve.,medium
Determine the driving point impedance for the network shown in fig.,medium
"Differentiate bonds that are traded at par, premium and discount.",medium
A single stage single acting air compressor has the bore of 200 mm and stroke 300mm.,medium
Market research firms and product review sites are examples of infomediary. Discuss the role and benefits of an infomediary model in the online distribution system. ,easy
A bond fund manager decided to allocate certain percentage of the portfolio in foreign bond market to improve the reward-to-risk ratio. Briefly explain THREE (3) specific risks related to investing in international bond market. ,easy
Derive the equation for elevation in boiling point and show it is colligative properties.,medium
What is Haptics Rendering Pipeline Modeling in Virtual Reality.,easy
Discuss various types of flow with suitable example and mathematical expression.,easy
Explain in detail the role of Project Management Consultants in Civil Engineering field.,easy
What is curve interpolation ?,easy
Describe the three types of control typically needed in batch manufacturing.,easy
State the importance of data generated from a given hydrophobicity plot. Describe the relevant information that can be deduced from the plot generated. ,easy
Explain working principle of Hall Effect Sensors?,easy
Informal communication network roles are equally important as formal ones. Describe any FOUR (4) of the influential roles and discuss the benefits each of the roles can bring to organizations. ,easy
Explain advantages of indexing over sequential file.,easy
Find the transmission parameters of the network shown in Fig.,medium
Sketch the Type III isotherm and provide a brief description of its nature and the processes that give rise to the isotherm. ,medium
Write a short note on :,easy
"Solve, ()( )( ) 26 19 2 ,kfk fk fk++ + + =  if () ( )01 0ff == .",medium
Sketch the 1-V curve of a zener diode and explain what a zener breakdown is. ,medium
Describe briefly the experimental flow of fluorescent in situ hybridization (FISH). List THREE of its major applications. ,easy
Explain deletion of segment with suitable example.,medium
Analyse the continuous beam shown in figure 6 by moment distribution method.,medium
Explain Compression molding polymer processing with sketch.,easy
A solid cylindrical shaft is required to transmit 600 kW at 110 rpm.,medium
What are the advantages of forging over the casting process?,medium
Differentiate between bluff body and streamlined body with neat sketch.,medium
What are the main features of ARM7 architecture?,easy
Primary structure of a protein plays a significant role in determining the native structure or the protein fold. Comment on the statement. ,hard
Briefly describe the disadvantages of characterising three dimensional protein structures using X-ray diffraction. ,easy
Derive the relation for the power in wind and describe the Environmental Impacts of Wind Turbines.,medium
What are extrusive and instrusive Igneous bodies?,easy
Differentiate between humic and non-humic substances. ,medium
Derive general expression for torque in a three phase induction motor and hence obtain condition for maximum torque.,medium
Explain the procedure of establishing alignment of road?,medium
Independent Non-Executive Directors (INEDs) play crucial roles in the  assurance of effective corporate governance of public listed companies. Provide an assessment on the contributions of INEDs in promoting effective corporate governance. ,easy
Write in detail on double helix structure of DNA.,easy
Write pseudo code to implement a circular queue using arrays.,easy
Describe Ram type Injection molding with sketch.,easy
Explain in detail TQM and its importance.,easy
Differentiate between TCP and UDP protocol.,medium
Give the corrected bearing of the following traverse taken from compass survey.,medium
A client wishes to renovate his balcony at first floor by replacing the metal handrail with glass panel. Recommend a suitable type of glass to the client and justify your answer. Please be reminded that safety is the major factor in all cases. ,hard
Explain class template & function template with example.,easy
"Solve the following integral equation,",medium
Explain any three grinding operations.,easy
"Explain the microbe-related coupling of carbon, nitrogen, and oxygen in a lake that is experiencing a sudden bloom of cyanobacteria due to anthropogenic fertilizer inputs. ",easy
Determine the amount of shortage or surplus if government decides to impose the price at RM1.50/kg. Support your answer with numerical explanations. ,medium
What is Brushless DC motor?,easy
Define allelopathy and list how allelopathic substance enters the environment. ,easy
Classify insulating materials and hence write properties and application of any two materials from Class F type.,easy
Differentiate between commercial letter of credit and standby letter of credit. ,medium
Hersey and Blanchard (1977) style of leadership specifies that a leader's behavior corresponds to employees' level of maturity. Explain the FOUR (4) styles of Situational Leadership and support your answer with an example for each of the styles on whom they should be applied in an organization. ,easy
Explain the cell cycle and describe in detail the steps involved in a typical cell cycle.,medium
Find the Fourier cosine integral representation for the function.,medium
Write sudo codes to perform following operations on index sequential file.,medium
Explain segment descriptor.,easy
State types of quantization.,easy
Briefly describe the advantages of MOET in cattle breeding. ,easy
Describe alkaloids chemically and how plants use this group of secondary metabolites to protect themselves from herbivores. ,easy
Explain coal handling system in thermal power plant with neat flow chart.,easy
Compare vertical axis and horizontal axis wind turbine.,medium
A single block brake has a brake drum diameter of 1 m and angle of contact is 30Âº.,medium
Explain how synchros can be used as Position control application.,medium
Describe SIMO chart with suitable illustration and appropriate symbols.,easy
What is trie tree?,easy
Explain rebound hammer test with its limitations.,easy
Explain the need of demand paging with advantages.,easy
Weeds reduce the quality of crops and livestock. Explain. ,easy
Write a short note on Performance parameters of DAC.,easy
State the applications of SBPS surveying?,easy
Discuss the types of building defects commonly found on reinforced concrete flat roof which lead to water leaking and concrete cancer and how their cause of defects are defined under ISO 6241. ,easy
A solid circular 25 m long and 120 mm in diameter was found to be extended 1.,medium
State which market structure adopts this practice. List and briefly explain what are the conditions needed for this practice to be successful.,easy
Which are the key properties of nanomaterials?,easy
Explain about requesting repainting in Java.,easy
What is time constant?,easy
"Media planners want both effective and efficient media buys. In your role as a new media planner of a digital marketing agency, explain how would you know you have made an effective advertising buy over the internet. ",easy
Derive an expression for line to neutral capacitance of three phase overhead line with unsymmetrical spacing of conductors.,medium
Explain in detail Multiple Bus Organization.,easy
Enzymes are applied in the medical field based on their specific functions. List the THREE main areas of clinical enzymology and provide ONE example how enzymes are used in each area. ,easy
Explain optical dot gain and factors responsible for the same.,easy
Conducting a set-induction before presentation has several advantages. List the FIVE (5) reasons for use of the set-induction in a lesson. ,easy
Explain file opening modes in detail.,easy
What are different types of errors and adjustments in single phase energy meter?,easy
Write an algorithm for depth first traversal of a graph.,medium
Describe the software quality dilemma in your own words.,medium
Explain in brief main classes of soaps.,easy
Discuss FIVE (5) factors that are most likely to influence the effectiveness of upward communication. ,easy
A shaft rotating at constant speed is subjected to variable load.,medium
What is cushioning of air cylinder.,easy
Explain Gauss-Seidal method for solution of linear simultaneous equation. (Numerical is not expected),easy
Explain level measurement by mechanical method.,medium
Briefly explain how the aggregation processes could improve the water quality in a water treatment plant.,easy
Examine the use of pedagogical reasoning skills by teachers to enhance the usage of instructional materials in classroom. ,medium
Define brake and gives general requirements of good braking system.,easy
What is the need of IPv6?,easy
Write short note on Data Types in C.,easy
What is significance of Pressure measurement?,easy
Explain on delete cascade command with suitable example.,easy
Explain the application of OPAMP as square wave generator.,easy
Explain the effect of barrier properties on product.,medium
"If an electron in a hydrogen atom jumps from the first excited state to ground state, find the wavelength of the photon emitted. ",easy
"Fourier sine transform of () ,xfxeâ=  x > 0 is",medium
State and prove initial and final value theorem.,medium
Write an algorithm for breadth first traversal of a graph.,medium
Discuss the relationship between advertising and children. ,easy
Explain in detail the Maslow Hierarchy of Needs. ,easy
Is Etching is essential every time ?,medium
Support your answers with ONE (1) example from everyday life for ANY TWO factor. ,hard
What is internal fragmentation and external fragmentation?,easy
Explain in detail classification of hydraulic pump.,easy
What are different types of memories?,easy
Explain the input and output module of programmable logic controller.,medium
Compare between Thermosetting plastic and Thermoplastic plastic.,medium
What is applet ? What is difference between applet and application?,easy
A single acting reciprocating air compressor has cylinder diameter and stroke of 200 mm and 300 mm respectively.,medium
Discuss DHCP protocol in details.,easy
Write pseudo code to implement circular queue using array.,medium
"Differentiate the properties between clay brick and autoclave aerated concrete (AAC) block in term of compressive strength, density, colour, acoustic performance and thermal insulation. ",medium
What is conformational isomerism?,easy
Use Cachy's integral formula to evaluate 2z Cedzzï«ï²ï where C is the circle |z + 2| = 2.,medium
"As a spokesperson that is handling the crisis, identify TWO (2) potential trick questions that might be asked by the reporters during the press conference. Provide your answer with explanation and an example for each trick question identified. ",easy
Explain on Brand Piracy. ,easy
Compare VSI and CSI for Induction motor drive.,medium
"âGoods and services design could help manufacturers to gain competitive advantages."" Justify the statement with any THREE (3) strategies. ",hard
The beam is supported and loaded as shown in figure. Determine the position and value of Maximum deflection EI = 1.4 Ã 1011 kN-mm2. Use Macaulyâs method.,medium
State the types of flat terraced roofing and explain any one of them.,easy
Explain sounding methods and sounding equipment of hydrographic survey.,easy
What makes ceramics different than polymers with respect ot properties.,easy
State the problems that could arise from environmental overload of fixed nitrogen due to generous usage of nitrogen fertilizer and suggest a possible solution for this situation. ,hard
What is lead wire compensations for RTD?,easy
Explain the solum treatment used in the floor construction. ,easy
Give an example of trait and phenotype to describe a Belgian Blue. ,easy
"Determine the FS representation for the signal with periodic wave, shown below using exponential method.",medium
How many automobile license plates can be made if each plate contains two different letters followed by three different digits.,medium
Explain the different types of welding electrodes used in arc welding process?,easy
